name,currency,price,Boat REF,Length,Year,Construction,Underwater profile,Sleeping berths,Engine,Lying
Say Yachts Luxury Speedboat.,GBP,47500.00,216644,8.00,2012,GRP,Planing,,1 x gasoline 150hp/ Yamaha 4 Stroke 150 (2016),Gibraltar
Bavaria 32 Cruiser,GBP,47500.00,320504,10.31,2005,GRP,Fin,6,1 x diesel 19hp/ Volvo Penta MD2020D (2005),Gosport
Trader 37,GBP,47000.00,313540,11.43,1981,GRP,Full-Displacement,7,2 x diesel 80hp/ Ford Watermota (1981),Inverness
Aquafibre Entrepreneur 38,GBP,45995.00,317013,11.58,1987,GRP,Full-Displacement,7,1 x diesel 50hp/ Nanni Diesel he4200 (1987),North Norfolk Broads
METAMIET EMBRUN 40 Junk Rigged Schooner,EUR,52000.00,317225,12.00,1987,Steel,Long Keel,6,1 x diesel 60hp/ Peugeot Bowman (unknown year),Bouches du Rhône
Fairline Corniche 31,GBP,45000.00,317206,10.30,1989,GRP,Planing,6,2 x diesel 200hp/ Volvo TMD 41A (unknown year),Plymouth Area
Dufour 560 Grand Large,USD,499995.00,317761,17.15,2015,GRP,Fin and Bulb,8,1 x diesel 110hp/ Volvo D£-110 (2015),St.Lucia
Faircraft Senator 33 AC Aft Cockpit,GBP,45000.00,310106,10.00,1995,GRP,Full-Displacement,4,1 x diesel 36hp/ Nani V1505 /e501 (1995),St OLAVES
Narrowboat 55ft,GBP,45000.00,317313,16.76,1997,Steel,Full-Displacement,2,,NW London
Narrowboat 50ft Trad Stern,GBP,45000.00,320770,15.42,1996,Steel,Full-Displacement,4,1 x diesel 29hp/ Lister LPW3 (1996),Lancaster Canal
Aquafibre 38,GBP,44995.00,316760,11.58,1895,GRP,Full-Displacement,7,1 x diesel 50hp/ nanni Diesel (1985),North Norfolk Broads
Regal 2000esx,GBP,44950.00,320303,6.10,2017,GRP,Planing,,1 x gasoline 250hp/ MerCruiser 4.5  (2017),Anglesey 
Dutch Luxemotor Live Aboard Barge And River Cruiser,EUR,51000.00,312036,14.92,1925,Steel,Full-Displacement,6,1 x diesel 60hp/ LISTER PETTER (2000),south burgundy
Devlin Godzilla 25 Custom Mini-Tug And Cruiser,USD,54900.00,306734,7.62,2010,Other,Semi-Displacement,1,1 x gasoline 60hp/ Honda BFP60A (2010),Olympia/ WA/ USA - Shown by Appointment
Acapulco 40,USD,54900.00,310050,12.09,1976,GRP,Shallow Long with Bilge keel,6,1 x diesel 52hp/ Volvo Penta MD22P (2004),Grenada
Cornish Crabber Shrimper 19,GBP,44500.00,314057,6.86,2020,GRP,Lifting Keel,2,1 x diesel 10hp/ Yanmar1GM10 (2020),SW Scotland
CHB 34 Tri-Cabin Trawler,USD,54500.00,320132,10.36,1976,GRP,Full-Displacement,7,1 x diesel 120hp/ Ford Lehman (1976),Seattle/ WA USA - Shown by Appointment
Azimut Atlantis 48 Open,USD,499000.00,313166,15.94,2013,GRP,Planing,5,2 x diesel 600hp/ Cummins  (2013),Cartagena
Moody 39cc,GBP,44100.00,313607,11.70,1978,GRP,Fin,8,1 x diesel 44hp/ Beta Max (unknown year),Loch Fyne
Broom 35 Sedan Extended Flybridge,GBP,44000.00,321240,10.70,1978,GRP,Planing,6,2 x diesel 145hp/ Perkins T6354 (1978),Lancashire
Barge Wide Beam Custom Built Project,EUR,49999.00,240003,17.80,1993,Steel,Full-Displacement,4,1 x diesel 140hp/ FORD BETA Marine 6 cyl. 6.2L (1993),MIDI CANALS
West Wind 35,EUR,49950.00,313216,12.00,1978,GRP,Long Keel,8,1 x diesel 34hp/ sole (unknown year),Marina Real Juan Carlos valencia
Sarissa 737,EUR,49500.00,274152,7.37,2015,Carbon Fibre,Planing,,1 x gasoline 300hp/ Evinrude G2 (2018),French Riviera (Med.)
Beneteau Oceanis 351,EUR,49500.00,143541,10.40,1994,GRP,Fin,6,1 x diesel 43hp/ Volvo Penta 2003T REBUILT (2022),Costa Brava/ Girona
Beneteau First 456 4 Cabin,EUR,49000.00,305224,14.20,1983,GRP,Fin,8,1 x diesel 50hp/ Perkins 4108 (unknown year),Grenada
Cadenazzi Super Como,EUR,49000.00,270325,6.10,1972,Wood,Planing,,1 x gasoline 275hp/ Mercury V8 5litre (unknown year),Belgium
Jeanneau Merry Fisher 695 Marlin,GBP,43000.00,320000,6.55,2018,GRP,Planing,,1 x gasoline 115hp/ Yamaha (2018),Neyland/ Pembrokeshire
Aquafibre 38 Lowliner,GBP,42950.00,317236,11.58,1988,GRP,Full-Displacement,8,1 x diesel 35hp/ BMC 1.5 4 Cylinder (1988),Merseyside
Azimut Atlantis 43 Open,USD,495000.00,313053,13.90,2016,GRP,Semi-Displacement,7,2 x diesel 400hp/ Volvo Penta  (2016),Panama
Orkney Pilothouse 24,GBP,42750.00,313037,7.32,2004,GRP,Planing,2,1 x diesel 200hp/ Volvo AD41P-A (2004),Highlands
LM 33 Vitesse Cabrio,GBP,42450.00,307443,9.85,1991,GRP,Fin and Bulb,5,1 x diesel 38hp/ Volvo D2-40B (2009),Eastbourne
Cranchi 28 CSL,EUR,47950.00,317500,8.61,2005,GRP,Planing,2,2 x diesel 160hp/ Volvo Penta D3 (2005),Palma 
Jeanneau Merry Fisher 805,GBP,42000.00,315732,8.25,2003,GRP,Planing,4,1 x diesel 200hp/ Volvo Penta AD41 (2003),Oban Area
Ribquest 650 EW,GBP,41999.00,317613,6.50,2022,GRP,Planing,,1 x gasoline 115hp/ Honda (2022),Anglesey
Finnmaster Sports Family 7050,GBP,41000.00,314002,7.05,2006,GRP,Planing,5,1 x diesel 190hp/ Volvo Penta D3-190 (2006),Loch Lomond
Catalina Yachts 36 Sloop MK I,USD,49900.00,320317,10.97,1989,GRP,Fin,7,1 x diesel 25hp/ M25XP Westerbeke (1989),Pleasant Harbor/ WA -- USA
Rinker Fiesta Vee 270,GBP,40500.00,320470,9.30,2003,GRP,Planing,4,1 x gasoline 300hp/ Mercruiser 350 mpi (2011),St Olaves
Tollycraft 40 Tri-Cabin Twin 3208 Cats,USD,49500.00,310766,12.19,1974,GRP,Planing,6,2 x diesel 210hp/ Caterpillar 3208 (1974),Seattle/ WA USA - At Our Docks!
Sparkman &amp; Stephens 36 SHE 36,GBP,40000.00,311161,10.80,1977,GRP,Fin,7,1 x diesel 27hp/ Yanmar 3YM30 (2008),Essex
Fountaine Pajot Cumberland 46 Maestro,GBP,399000.00,266075,13.95,2010,GRP,Multihull,10,2 x diesel 300hp/ Volvo Penta D4 300 (2010),Gibraltar 
Bavaria 36,GBP,39995.00,320300,11.40,2003,GRP,Fin,5,1 x diesel 30hp/ Volvo 21KW/29PS (2003),Gibraltar
Beneteau Evasion 36,GBP,39950.00,317164,10.60,1990,GRP,Fin and Bulb,5,1 x diesel 43hp/ Volvo Penta 2003BT (1991),Brighton
Lavranos 39,GBP,39950.00,204305,11.98,1995,Wood Laminate,Long Keel,6,1 x diesel 51hp/ Perkins 4108 (1995),Poole
Sea Hawk 40,GBP,39950.00,320377,12.19,1983,GRP,Full-Displacement,6,2 x diesel 300hp/ Volvo Penta TAMD 70E (1983),Brighton
Trojan F-32 Flybridge Sportfish Sedan,USD,49000.00,317472,9.75,1978,GRP,Planing,5,2 x diesel 250hp/ Cummins Model 4-BTA (1998),Bremerton/ WA USA -- Shown by Appointment
Beneteau Flyer Viva 920,EUR,45000.00,320542,9.15,2002,GRP,Planing,4,2 x diesel 170hp/ Volvo KAD 32 DP (2002),West Med.
Broom TAMARIS,EUR,45000.00,314662,10.70,1989,GRP,Semi-Displacement,7,1 x diesel 66hp/ YANMAR 4JH HTE (unknown year),canal lateral a la Garonne
Jeanneau Leader 805 Twin Engine Version,GBP,39500.00,317610,7.80,2005,GRP,Planing,4,2 x gasoline 225hp/ Volvo Penta 4.3GXi (2005),Gibraltar
Dufour 32 Classic,GBP,39500.00,316243,9.80,2001,GRP,Fin,6,1 x diesel 18hp/ Volvo 2020 (2001),Gosport
Moody S31,GBP,39500.00,316171,9.72,1997,GRP,Fin,6,1 x diesel 20hp/ Volvo 2020 (1997),Gosport
Peniche Freycinet Hotel Charter Barge,EUR,450000.00,315165,38.79,1930,Steel,Full-Displacement,12,1 x diesel 160hp/ GENERAL MOTORS (unknown year),ILE DE FRANCE
Jeanneau Merry Fisher 695 Legende,GBP,39000.00,317230,6.95,2016,GRP,Planing,4,1 x gasoline 150hp/ Yamaha F150 DETL (2016),Gibraltar 
Dutch Barge Rogger 850 AK Widebeam,GBP,39000.00,315363,9.00,2003,Steel,Full-Displacement,5,1 x diesel 42hp/ Vetus M 4.17 (2002),Essex
Viking 43 Double Cabin,GBP,38950.00,316562,13.05,1981,GRP,Semi-Displacement,8,2 x diesel 310hp/ Detroit 671 (1981),Morocco
Jeanneau Merry Fisher 805 With Full Cockpit Cover,GBP,38500.00,313067,8.25,2002,GRP,Planing,4,1 x diesel 200hp/ Volvo TAMD41 (unknown year),Essex
Jeanneau Merry Fisher 705,GBP,38495.00,311437,6.85,2008,GRP,Semi-Displacement,4,1 x diesel 150hp/ YANMAR 4BY (2008),Torbay Area.
Hunter Channel 323 Bilge Keel,GBP,38000.00,314673,9.90,1996,GRP,Bilge,6,1 x diesel 18hp/ Yanmar 2GM20F  (1996),Falmouth/ UK
Viko S21 Lifting Keel - Demonstrator,GBP,37995.00,315154,6.50,2022,GRP,Lifting Keel,4,1 x gasoline 6hp/ Honda BF6U (2022),Ipswich
Jeanneau Merry Fisher 805,GBP,37750.00,311200,8.25,2002,GRP,Semi-Displacement,4,1 x diesel 200hp/ Volvo Penta TAMD41P-A (2002),Fowey UK
Cruisers Yachts 3075 Rogue Power Cruiser,USD,45000.00,315300,9.14,1999,GRP,Semi-Displacement,7,2 x gasoline 350hp/ MerCruiser 5.7 (1999),Tacoma/ WA USA - Shown by Appointment
Ericson 38 - 200,USD,44995.00,320022,11.48,1982,GRP,Fin,6,1 x diesel 32hp/ Universal (1982),St.Lucia
Beneteau Swift Trawler 50,EUR,445000.00,306715,14.99,2013,GRP,Semi-Displacement,10,2 x diesel 435hp/ Volvo penta  (2013),French Riviera  
Formula 34 PC Express Cruiser,USD,44900.00,320363,10.69,1992,GRP,Planing,6,2 x gasoline 330hp/ Volvo Penta 7.4 GSi (1992),Seattle/ WA USA - At Our Docks!
Chris Craft 41' Constellation,USD,44900.00,317415,12.50,1961,Wood,Semi-Displacement,4,2 x gasoline 300hp/ Chrysler (unknown year),Seattle/ WA USA - Shown by Appointment
Mainship 34 Trawler MKII,USD,44900.00,276550,10.36,1981,GRP,Semi-Displacement,3,1 x diesel 165hp/ Perkins 6354 (1981),S. Texas
Universal 36 Trawler Tri-cabin,USD,44900.00,316345,10.97,1978,GRP,Full-Displacement,5,1 x diesel 120hp/ Ford Lehman (1978),Kingston/ WA USA - Shown by Appointment
Post 38 Sportfish,USD,44900.00,312702,11.58,1969,Wood,Semi-Displacement,4,2 x gasoline 300hp/ 427 Ford FE Chris-Craft  (1969),Seattle/ WA USA - Shown by Appointment
Rico Marlin 30,GBP,36500.00,307575,9.09,1996,GRP,Planing,3,2 x diesel 200hp/ Volvo Penta TAMD41 (1996),Essex
Colvic Jura 35,GBP,36000.00,317552,10.67,1978,GRP,Long Keel,6,1 x diesel 120hp/ Perkins 6 Cylinder (1978),Lancashire
Bayliner 265 SB,GBP,35950.00,321106,8.23,2006,GRP,Planing,4,1 x gasoline 260hp/ Mercruiser 5.0 MPI (2006),Lymington
Bayliner 3288 Twin Diesels,USD,43800.00,316227,9.75,1988,GRP,Semi-Displacement,6,2 x diesel 135hp/ Hino (1988),Everett/ Washington USA - Shown by Appointment
Moody 31 MkII,GBP,35500.00,317442,9.37,1988,GRP,Fin,6,1 x diesel 28hp/ Volvo Penta 2003 (1988),Humberside
Admiral 40,USD,467000.00,277326,12.19,New,Foam Core,Multihull,6,2 x diesel 29hp/ Yanmar 3YM30,Cape Town
Lake Union Dreamboat 42,USD,43500.00,314467,12.80,1929,Wood,Full-Displacement,4,1 x diesel 120hp/ Perkins 6-354 (1974),Seattle/ WA USA - Shown by Appointment
Grand Soleil 343,EUR,39950.00,311426,10.40,1990,GRP,Fin,7,1 x diesel 29hp/ Volvo (unknown year),French Riviera (Med.)
Solar 32,EUR,39950.00,311643,10.36,1974,GRP,Semi-Displacement,4,2 x diesel 91hp/ PERKINS SABRE M92 (2004),canal du rhone à Sete
Bruce Roberts 36,GBP,35000.00,263444,11.20,2019,Steel,Long Keel,6,1 x diesel 55hp/ Perkins (unknown year),Banbury
Bayliner 245,GBP,35000.00,317643,7.63,2008,GRP,Planing,4,1 x gasoline 220hp/ Mercruiser (2008),Isle of Wight
Cheverton 33 R J CLARK BUILT 1963,GBP,35000.00,227633,10.06,1963,Wood Strip Plank,Long Keel,5,1 x diesel 25hp/ BETA (2013),WEST COAST OF SCOTLAND 
Sole Bay 36' Ketch AFT CABIN,GBP,35000.00,320105,10.98,1971,Wood,Long Keel,5,1 x diesel 90hp/ Perkins 4236 (1971),Suffolk
Narrowboat 38ft Cruiser Stern,GBP,35000.00,320531,11.58,1994,Steel,Full-Displacement,2,1 x diesel 30hp/ Perkins Prima (1994),East London
Zodiac Medline III,GBP,35000.00,315371,7.30,2005,GRP,Planing,,1 x gasoline 250hp/ Yamaha 4 stroke (2005),Southampton
Heard 28,GBP,34995.00,315622,12.49,1986,GRP,Long Keel,4,1 x diesel 38hp/ Beta Marine (unknown year),Plymouth Area
Sunseeker Portofino 48,EUR,429000.00,314420,16.18,2010,GRP,Planing,4,2 x diesel 435hp/ Volvo Penta IPS 600 (2010),French Riviera Cote d Azur France
Narrowboat 50ft Cruiser Stern,GBP,34995.00,317142,15.24,1999,Steel,Full-Displacement,4,1 x diesel 30hp/ Yanmar (2000),Essex
Viking Seamaster 30 Flybridge,GBP,34995.00,314616,9.14,2004,GRP,Semi-Displacement,6,1 x diesel 43hp/ Nanni (2004),North Suffolk 
Princess 30DS,GBP,34950.00,314707,9.30,1984,GRP,Planing,6,2 x diesel 130hp/ Volvo TMD 40B (1984),Brundall
RIB 7.2M Coded Commercial,GBP,34950.00,315322,7.20,1999,GRP,Planing,,1 x diesel 230hp/ Volvo Penta KAD42P-A (1999),Isle of Man
Beneteau First 25.7,GBP,34950.00,321072,7.90,2007,GRP,Lifting Keel,5,1 x diesel 14hp/ Yanmar 2YM15 (2007),Wareham
Rinker 282 Captiva Cuddy,GBP,34950.00,317522,8.83,2007,GRP,Planing,2,1 x gasoline 300hp/ Volvo Penta V8 (2016),Eastbourne
Quicksilver 605 Pilothouse,GBP,34925.00,314233,5.75,2014,GRP,Planing,2,1 x gasoline 150hp/ Mercury 4 Stroke (2020),Christchurch Dorset
Curtis And Pape One Off Masthead Sloop,GBP,34500.00,314340,10.24,1976,Wood,Fin,6,1 x diesel 18hp/ Volvo Penta  D1-20B (2000),Milford Marina
Dutch Steel Motor Cruiser,EUR,39000.00,315077,10.90,1976,Steel,Full-Displacement,6,2 x diesel 123hp/ MERCEDES OM 352 (1976),South Burgundy
Beneteau Flyer10 Just Reduced,EUR,39000.00,234370,10.30,1989,GRP,Planing,6,2 x gasoline 330hp/ Mercruiser 7.4l V8 (unknown year),Languedoc coast
Dutch Barge 27m With London Mooring,GBP,375000.00,313042,27.00,1922,Steel,Full-Displacement,7,1 x diesel 70hp/ Volvo Penta (unknown year),Kew Bridge/ W London
Southerly 105,GBP,34000.00,315641,10.84,1981,GRP,Lifting Keel,6,1 x diesel 36hp/ Bukh (2017),River Itchen
Connoisseur 900 FB,GBP,33000.00,317005,0.00,1985,GRP,Full-Displacement,4,1 x diesel 35hp/ nanni diesel (1988),north norfolk broads
Bounty 28 Single Level,GBP,32950.00,321270,8.53,1982,GRP,Full-Displacement,4,1 x diesel 37hp/ BMC 1.5 Diesel (1982),Loddon
Beneteau Oceanis 350 "Owners" Version,EUR,37000.00,210105,10.30,1992,GRP,Fin,6,1 x diesel 28hp/ Yanmar 3GM (1992),COSTA BRAVA
Custom Catamaran 26,USD,40000.00,320014,7.92,2019,Composite,Multihull,,2 x gasoline 30hp/ Tohatsu (2019),Grenada
Pearson 365 Masthead Ketch,USD,39995.00,317533,11.09,1977,GRP,Long Keel,3,1 x diesel 50hp/ Perkins/ Westerbeke (1977),S. Texas
Endurance 35,GBP,32500.00,321061,10.75,1972,Ferro Cement,Long Keel,6,1 x diesel 50hp/ Perkins 4.108 (1980),Falmouth/ UK
Aquastar Ocean Ranger 33 Aft Cabin,GBP,32500.00,310301,10.06,1980,GRP,Semi-Displacement,4,1 x diesel 370hp/ Volvo Penta D6-370 (2008),Essex
Macduff Live Aboard Trawler,GBP,32500.00,312322,12.19,1967,Wood,Full-Displacement,6,1 x diesel 0hp/ Gardiner 6LW (unknown year),Loch Fyne
Laurent Giles Bermudan Sloop Wanderer Class 30,GBP,32500.00,306104,9.14,1965,Wood,Long Keel,4,1 x diesel 25hp/ Bukh (2015),Easr Coast
St Francis 50,USD,1230000.00,314101,15.25,New,GRP,Multihull,8,2 x diesel 57hp/ Yanmar 4JH57-Cr 57HP with SD60 Sail Drives,Eastern Cape
Riva Aquarama,EUR,425000.00,244166,8.25,1965,Wood,Planing,2,2 x gasoline 220hp/ Riva Crusader v8 (2017),Cote d´azur - French Riviera - France
Viko S21 Lifting Keel,GBP,32495.00,316122,6.50,2022,GRP,Lifting Keel,4,1 x gasoline 6hp/ Honda BFU6 (2022),Ipswich 
Wellcraft 232 Fisherman,USD,39900.00,313664,7.01,2005,GRP,Planing,,1 x gasoline 200hp/ Yamaha (2004),Port Townsend/ WA USA - Shown by Appointment
Wellcraft 252 Fisherman,USD,39900.00,316337,7.62,2005,GRP,Planing,,2 x gasoline 150hp/ Honda BF-150A (2007),Port Townsend/ WA/ USA - Shown By Appointment
Saxdor 200,GBP,31999.00,317517,5.94,2021,GRP,Planing,,1 x gasoline 115hp/ Mercury 115hp pro xs (2021),Menai Bridge 
Regal 2665 Commodore,GBP,31995.00,316012,8.90,2003,GRP,Planing,4,1 x diesel 240hp/  Yanmar 4LHA-DTZP (2011),Cardiff
Dutch Steel Cruiser Canal And River Cruiser,EUR,36000.00,267522,10.00,1975,Steel,Full-Displacement,5,1 x diesel 62hp/ INDENOR (1975),Bourgogne
RECLA ESPADE 1150 Private Vessel Never Rented,EUR,36000.00,313573,11.50,1987,GRP,Full-Displacement,6,1 x diesel 57hp/ IVECO Marine 3 Cyl. 8035 M06 (2013),south burgundy
Horizon Craft Ltd Horizon 35,GBP,31000.00,317032,10.67,1977,GRP,Full-Displacement,5,1 x diesel 35hp/ BMC 1.5 (1977),North Norfolk Broads
Noon Ocean 34,USD,38000.00,272172,12.80,1976,,Long Keel,3,1 x diesel 35hp/ Yanmar (unknown year),Phuket / Thailand
Chinese Junk Triple Masted,EUR,35000.00,262754,10.66,1967,Wood,Shallow Long with Bilge keel,4,,Gibraltar
Sea Ray 550 Sedan Bridge Flybridge,USD,450000.00,316747,17.62,2004,GRP,Planing,6,2 x diesel 800hp/ MAN (2004),Cartagena
Fairline Antigua 32,EUR,35000.00,314624,9.75,1984,GRP,Semi-Displacement,6,2 x diesel 110hp/ VOLVO PENTA TAMD 30 turbo (1994),Rhone River
Dutch Steel Motor Cruiser 35 Foot Double Helm,EUR,35000.00,304724,10.00,1990,Steel,Full-Displacement,3,1 x diesel 100hp/ MERCEDES  (1990),North Paris Area / Picardie
Locaboat 1106 Ex Hire Cruiser,EUR,35000.00,315515,11.00,1985,GRP,Full-Displacement,7,1 x diesel 37hp/ NANNI KUBOTA 4.150HE (unknown year),canal rhone a sete
Olympic Cabin Cruiser,USD,37500.00,304143,7.92,1987,GRP,Planing,3,2 x gasoline 235hp/ Volvo Penta (2002),Everett/ WA USA - shown by appointment
Concordia 39 Yawl,USD,37000.00,312306,12.14,1953,Wood,Long Keel,4,1 x diesel 27hp/ Yanmar 3GM30 (2002),Northeast Tacoma/ WA USA - Shown by Appointment
Lohi 34,GBP,30000.00,310466,11.40,1976,GRP,Long Keel,7,1 x diesel 37hp/ Perkins (1976),Portsmouth
Porin Vene 1948 Finnish Built - 47' Fractional Bermudan Rigged Sailing Yacht.,GBP,30000.00,301204,12.55,1948,Wood,Long Keel,4,1 x diesel 36hp/ BUKH 36 ME (unknown year),Plymouth area
Houseboat 40 X 12 1985,GBP,30000.00,312724,12.19,1985,Wood,Other,4,,Great Yarmouth
Powles 33 Sportsman Large Fast Fisher,GBP,29999.00,313130,10.06,1970,GRP,Planing,4,2 x diesel 185hp/ Ford Sabre 180 Turbo (1970),Essex
Profile 33,GBP,29995.00,317646,10.06,1979,GRP,Full-Displacement,5,2 x diesel 42hp/ Mercedes OM 636 (1979),Denver
Lagoon 40 Catamaran,EUR,400000.00,271634,11.73,2019,GRP,Multihull,8,2 x diesel 29hp/ Yanmar (2019),Mallorca
Viko S21 - New Boat,GBP,29995.00,300676,6.50,New,GRP,Lifting Keel,4,,Suffolk
Pearson 367 Aero Junk Rig,GBP,29995.00,315727,11.10,1982,GRP,Fin,4,1 x diesel 25hp/ Beta Marine (2019),Plymouth Area.
Windy 7500 S,GBP,29995.00,311002,7.50,1995,GRP,Planing,2,1 x gasoline 320hp/ Volvo Penta 5.7 (2015),Christchurch Dorset
Nauticat 33 Motor Sailor,GBP,29950.00,310714,10.08,1972,GRP,Shallow Long Keel,6,1 x diesel 80hp/ Perkins 4.236 (unknown year),Suffolk
Cobra 33,GBP,29950.00,310130,10.00,1976,GRP,Planing,,2 x diesel 250hp/ Cummins 6BTA (unknown year),North Yorkshire
Colvic Countess 33 Deck Saloon,GBP,29950.00,315776,10.05,1988,GRP,Fin,6,1 x diesel 33hp/ Vetus 4.15 (1997),Chichester
Jeanneau Cap Camarat 5.5 CC Series 2,GBP,29950.00,320746,5.22,2021,GRP,Planing,,1 x gasoline 115hp/ Suzuki DF115 (2021),Neyland/ Pembrokeshire
ACM Dufour Heritage 8.0,GBP,29000.00,314461,8.00,2000,GRP,Planing,4,1 x diesel 56hp/ Yanmar 4JH 3E (2000),Kingston Upon Thames
GibSea 106,GBP,29000.00,317461,11.60,1987,GRP,Fin,9,1 x diesel 28hp/ Volvo Penta 2003 (1987),Gibraltar 
Sea Ray 280 Bow Rider,EUR,32950.00,304454,8.38,1996,GRP,Planing,,2 x gasoline 350hp/ Mercury Alpha (2019),Mallorca
Sea Ray 470 Sundancer Express Cruiser,EUR,399999.00,300142,14.40,2011,GRP,Semi-Displacement,4,2 x diesel 600hp/ Cummins MerCruiser QSB5.9-425 HO (2011),St Maarten
Swede 55 Aft Cabin,GBP,28950.00,316304,16.03,1976,GRP,Fin,7,1 x diesel 29hp/ Yanmar 3YM 30 (2007),Essex
Horizon Craft Ltd Horizon 35 Fully Insulated Forward Drive Single Level Cruiser,GBP,28950.00,321133,10.67,1978,GRP,Full-Displacement,6,1 x diesel 34hp/ bmc 1.5 (1978),Horning
Quicksilver 640 Pilothouse,GBP,28950.00,316656,6.50,2007,GRP,Planing,2,1 x gasoline 100hp/ Mariner (2007),Essex
Contessa 34 Cruising,GBP,28750.00,314076,10.26,1983,GRP,Fin,5,1 x diesel 30hp/ Volvo Penta D1-30 (2020),Falmouth/ UK
Essex Smack 29,GBP,28500.00,311467,8.90,1993,GRP,Long Keel,4,1 x diesel 10hp/ Yanmar GM10 (1993),Milford Haven
Formosa Tri-Cabin Trawler 40,USD,35000.00,307253,12.19,1978,GRP,Semi-Displacement,6,2 x diesel 130hp/ Isuzu Pisces (1978),Everett/ WA USA - shown by appointment
Chris Craft 32 Commander,USD,35000.00,317126,9.75,1959,Wood,Semi-Displacement,5,2 x gasoline 250hp/ Chevy 350  Chris-Craft original (unknown year),Seattle/ WA USA - Shown by Appointment
Beneteau First 285,GBP,28450.00,316061,8.80,1990,GRP,Wing Keel,5,1 x diesel 18hp/ Volvo 2002 (1990),Humberside
Ribeye A600,GBP,28450.00,320102,6.00,2011,GRP,Planing,,1 x gasoline 100hp/ Yamaha 4 Stroke (unknown year),Christchurch Dorset
Salpa S 570,GBP,27950.00,310042,5.70,2020,GRP,Planing,,1 x gasoline 100hp/ Mercury F115L (2020),Christchurch Dorset
Peniche Freycinet Live Aboard Barge,EUR,399500.00,216556,38.50,1922,Steel,Full-Displacement,10,1 x diesel 440hp/ BEAUDOIN (1991),MIDI CANALS
Storebro Royal Cruiser 34,GBP,27950.00,315151,10.36,1969,GRP,Semi-Displacement,4,2 x diesel 140hp/ Yanmar 4LH HTE (1997),Chichester
Finnmaster 6400MC,GBP,27950.00,320110,7.00,2006,GRP,Planing,3,1 x diesel 140hp/ Volvo D3 (2019),Christchurch Dorset
Steel Fishing / Work Boat,GBP,27500.00,317112,11.54,1984,Steel,Full-Displacement,4,1 x diesel 95hp/ Perkins 6354 (1984),Isle of Wight
Mitchell 22 Sea Angler MkII,GBP,27500.00,316100,6.70,2003,GRP,Semi-Displacement,,1 x diesel 75hp/ Lancing Marine Ford FSD425TCM (2003),Falmouth/ UK
Westerly 33,GBP,26995.00,312410,10.14,1980,GRP,Fin,7,1 x diesel 36hp/ Volvo Penta MD17C 3 Cylinder Diesel (1980),Lancashire
Boston Whaler 190 Outrage,GBP,26950.00,315716,5.70,1994,GRP,Planing,,1 x gasoline 150hp/ Evinrude (2019),Eastbourne 
Sealine S240,GBP,26950.00,317354,7.52,1994,GRP,Planing,4,1 x gasoline 230hp/ Mercruiser  V6 4.3LX (2014),Poole
Tayana 37 Cutter,USD,33000.00,310777,11.18,1982,GRP,Long Keel,4,1 x diesel 33hp/ Yanmar 3GM (unknown year),Grenada
Sovereign 27 Offset Double Berth In Forward Cabin.,GBP,26800.00,317734,8.23,1996,GRP,Semi-Displacement,4,1 x diesel 40hp/ NANNI1 (1996),East Norfolk
Southerly 100,GBP,26750.00,314104,10.30,1989,GRP,Lifting Keel,6,1 x diesel 20hp/ Yanmar 2GM20 (1989),Poole
Jeanneau Velasco 43,EUR,399000.00,243151,13.70,2016,GRP,Planing,4,2 x diesel 380hp/ Cummins QSB 6.7 L (2016),Phuket / Thailand
Quicksilver 605 Open Sundeck,GBP,26500.00,317277,6.12,2016,GRP,Planing,,1 x gasoline 115hp/ Mariner 4 DStroke (2016),Christchurch Dorset
Finnsailer 35 Bow Thruster,EUR,30000.00,272756,10.50,1976,GRP,Shallow Long with Bilge keel,6,1 x diesel 52hp/ BMC 38 (1976),Oropos/ Athens - Greece
Frances 26,EUR,29950.00,316307,7.90,1988,GRP,Long Keel,4,1 x diesel 9hp/ Yanmar 1GM10 (1988),Real Club Nautico
Sea Ray 280 Sundancer Full Renovation,EUR,29950.00,225562,9.47,1989,GRP,Planing,6,2 x gasoline 200hp/ Mercruiser 4.3 tks (2012),Languedoc coast
Cobra 1050 Fin Keel,GBP,26000.00,314073,10.46,1981,GRP,Fin,9,1 x diesel 35hp/ Beta Marine Beta 35 (2018),Fowey/ UK
Nicholson 35,GBP,25550.00,307344,10.74,1972,GRP,Long Keel,6,1 x diesel 45hp/ Barrus Shire (2004),Chichester
Dutch Steel Cruiser Motor Cruiser,EUR,29000.00,310265,10.00,1980,Steel,Full-Displacement,6,1 x diesel 80hp/ MERCEDES OM 617 5 cylinders (1977),south burgundy
Jeanneau Merry Fisher 635 Fast Fisher,GBP,25249.00,320550,6.37,2006,GRP,Planing,2,1 x diesel 85hp/ Nanni 5.250 TDi  (2003),Lowestoft 
Jeanneau JOD 35,GBP,25000.00,253112,10.59,1991,GRP,Fin and Bulb,8,1 x diesel 20hp/ Yanmar 2GM20 (1991),Gosport
Contention 33,GBP,25000.00,177121,10.00,2009,GRP,Fin,6,1 x diesel 30hp/ Ford Marinised XLD (2009),East Coast Scotland
Dutch Barge HOUSE BOAT Conversion,GBP,350000.00,311104,60.05,1917,Steel,Full-Displacement,10,1 x diesel 650hp/ Caterpillar  (1975),Medway/ Kent
